dictionary,page_id,record_index,line_index,marker,status,start,end,primary_language,language_distribution,source_ranges,normalized_value,value
Efik-English,page_13,5,34,ps,exact,1364,1369,meta,,1364:1369,v. tr,v. tr
Efik-English,page_13,5,35,sn,structural,,,meta,,,6,6
Efik-English,page_13,5,36,ue,exact,667,676,Efik,Efik:4;English:4,667:676,with inua,With inua
Efik-English,page_13,5,37,ge,compact,678,692,English,English:11,678:692,to interpose,To interpose
Efik-English,page_13,5,38,xv,exact,694,712,Efik,Efik:15,694:712,mö ëdöñ inua kësët,Mö ëdöñ inua kësët
Efik-English,page_13,5,39,xe,exact,714,738,English,English:20,714:738,they object to the thing,They object to the thing
Efik-English,page_13,5,40,ue,exact,740,780,English,English:33,740:780,others; they give a charge concerning it,"Others, They give a charge concerning it"
Efik-English,page_13,5,41,cf,exact,782,809,Efik,Efik:12;English:1,782:809,der. n.; udön̄-inua; v. ikä,"Der. n., Udön̄-inua, v. ikä"
Efik-English,page_13,6,42,lx,exact,652,655,Efik,Efik:3,652:655,döñ,DÖÑ
Efik-English,page_13,6,43,ps,exact,1569,1574,meta,,1569:1574,v. tr,v. tr
Efik-English,page_13,6,44,ue,exact,619,621,meta,,619:621,ib,Ib
Efik-English,page_13,6,45,xv,exact,828,836,Efik,Efik:7,828:836,döñ akam,Döñ akam
Efik-English,page_13,6,46,xe,exact,838,845,English,English:6,838:845,to pray,To pray
Efik-English,page_13,6,47,cf,exact,847,855,Efik,Efik:3;English:1,847:855,ef.; böñ,"Ef., Böñ"
Efik-English,page_13,7,48,lx,exact,857,862,Efik,Efik:3,857:862,du-ä',DU-Ä'
Efik-English,page_13,7,49,ps,exact,1784,1791,meta,,1784:1791,v. intr,v. intr
Efik-English,page_13,7,50,sn,structural,,,meta,,,4,4
Efik-English,page_13,7,51,ge,exact,876,921,English,English:34,876:921,to come far down; as a garment; to be flowing,"To come far down, as a garment; to be flowing"
Efik-English,page_13,7,52,sn,structural,,,meta,,,5,5
Efik-English,page_13,7,53,ge,compact,926,967,English,English:30,926:967,to fall out; result in; as a divination,"To fall out, result in, as a divination"
Efik-English,page_13,7,54,xv,exact,969,1001,Efik,Efik:22,969:1001,idiöñ öduä owo ke ëbüd; v.; unen,"Idiöñ öduä owo ke ëbüd, v., unen"
Efik-English,page_13,7,55,xe,exact,1003,1048,English,Efik:5;English:32,1003:1048,idiöñ directs the sacrifice of a goat or fowl,Idiöñ directs the sacrifice of a goat or fowl
Efik-English,page_13,8,56,lx,exact,1050,1056,Efik,Efik:2;English:2,1050:1056,du-at',DU-AT'
Efik-English,page_13,8,57,ps,exact,1947,1954,meta,,1947:1954,v. intr,v. intr
Efik-English,page_13,8,58,sn,structural,,,meta,,,3,3
Efik-English,page_13,8,59,ge,exact,1070,1105,English,English:29,1070:1105,to chatter; perhaps loudly in anger,"To chatter, perhaps loudly in anger"
Efik-English,page_13,8,60,ue,exact,1107,1135,English,English:23,1107:1135,spoken by some of the monkey,Spoken by some of the monkey
Efik-English,page_13,9,61,lx,exact,1137,1143,Efik,Efik:4,1137:1143,düb'-o,DÜB'-O
Efik-English,page_13,9,62,ps,exact,1985,1990,meta,,1985:1990,v. tr,v. tr
Efik-English,page_13,9,63,ge,exact,1152,1169,English,English:14,1152:1169,to silence; quiet,"To silence, quiet"
Efik-English,page_13,9,64,xv,exact,1171,1181,Efik,Efik:9,1171:1181,odübo uyüm,Odübo uyüm
Efik-English,page_13,9,65,xe,exact,1183,1204,English,English:18,1183:1204,he silences the noise,He silences the noise
Efik-English,page_13,9,66,xv,exact,1206,1216,Efik,Efik:8;English:1,1206:1216,odübo eköñ,Odübo eköñ
Efik-English,page_13,9,67,xe,exact,1218,1247,English,English:24,1218:1247,he quiets the strife; warfare,"He quiets the strife, warfare"
Efik-English,page_13,10,68,lx,exact,1249,1261,Efik,Efik:6;English:2,1249:1261,du-en'-du-en,DU-EN'-DU-EN
Efik-English,page_13,10,69,ps,exact,2374,2377,meta,,2374:2377,adv,adv
Efik-English,page_13,10,70,ge,compact,1268,1311,English,English:31,1268:1311,smooth; shining; e.g.; any thing polished,"Smooth; shining, e.g., any thing polished"
Efik-English,page_13,10,71,xv,exact,1313,1327,Efik,Efik:12,1313:1327,etie duen-duen,Etie duen-duen
Efik-English,page_13,10,72,xe,exact,1329,1350,English,English:18,1329:1350,it is highly polished,It is highly polished
Efik-English,page_13,11,73,lx,exact,1352,1358,English,Efik:1;English:3,1352:1358,düm'-o,DÜM'-O
Efik-English,page_13,11,74,hm,exact,1371,1372,meta,,1371:1372,2,2
Efik-English,page_13,11,75,ps,exact,2414,2419,meta,,2414:2419,v. tr,v. tr
Efik-English,page_13,11,76,sn,structural,,,meta,,,2,2
Efik-English,page_13,11,77,ge,exact,1374,1381,English,English:6,1374:1381,to burn,To burn
Efik-English,page_13,11,78,xv,exact,1383,1411,Efik,Efik:23,1383:1411,mö ëdümo adan; idümoke kande,"Mö ëdümo adan, idümoke kande"
Efik-English,page_13,11,79,xe,exact,1413,1439,English,English:21,1413:1439,they burn oil; not candles,"They burn oil, not candles"
Efik-English,page_13,12,80,lx,exact,1441,1447,Efik,Efik:2;English:2,1441:1447,du-oi',DU-OI'
Efik-English,page_13,12,81,ps,exact,2545,2552,meta,,2545:2552,v. intr,v. intr
Efik-English,page_13,12,82,sn,structural,,,meta,,,2,2
Efik-English,page_13,12,83,ge,exact,1461,1529,English,English:52,1461:1529,to fall or hang down; as the end of a napkin which should be tied up,"To fall or hang down, as the end of a napkin which should be tied up"
Efik-English,page_13,12,84,ue,exact,1531,1559,English,Efik:4;English:17,1531:1559,used by some as syn. of kpöm,Used by some as Syn. of Kpöm
Efik-English,page_13,13,85,lx,exact,1561,1567,Efik,Efik:4,1561:1567,du-ök',DU-ÖK'
Efik-English,page_13,13,86,ps,exact,71,76,meta,,71:76,v. tr,v. tr
Efik-English,page_13,13,87,sn,structural,,,meta,,,15,15
Efik-English,page_13,13,88,ge,exact,1580,1592,English,English:11,1580:1592,to overwhelm,To overwhelm
Efik-English,page_13,13,89,xv,exact,1594,1609,Efik,Efik:13,1594:1609,mfat öduök enye,Mfat öduök enye
Efik-English,page_13,13,90,xe,exact,1611,1632,English,English:18,1611:1632,mfat quite covers him,Mfat quite covers him
Efik-English,page_13,13,91,sn,structural,,,meta,,,16,16
Efik-English,page_13,13,92,ue,exact,1638,1642,meta,,1638:1642,trop,Trop
Efik-English,page_13,13,93,ge,exact,1644,1693,English,English:39,1644:1693,to shed; throw; as a glittering object its lustre,"To shed, throw, as a glittering object its lustre"
Efik-English,page_13,13,94,xv,exact,1695,1728,Efik,Efik:23,1695:1728,mba esie öduök idañ; v.; möñ okuk,"Mba esie öduök idañ, v., möñ okuk"
Efik-English,page_13,13,95,xe,exact,1730,1771,English,English:35,1730:1771,its wing glistens like plating or gilding,Its wing glistens like plating or gilding
Efik-English,page_13,14,96,lx,exact,1773,1782,Efik,Efik:4;English:2,1773:1782,du-ök'-hö,DU-ÖK'-HÖ
Efik-English,page_13,14,97,ps,exact,1784,1798,meta,,1784:1798,v. intr. & ref,v. intr. & ref
Efik-English,page_13,14,98,sn,structural,,,meta,,,1,1
Efik-English,page_13,14,99,ge,exact,1803,1850,English,English:40,1803:1850,to fail in accomplishing a purpose or agreement,To fail in accomplishing a purpose or agreement
Efik-English,page_13,14,100,sn,structural,,,meta,,,2,2
Efik-English,page_13,14,101,ge,exact,1855,1879,English,English:19,1855:1879,to throw one's-self upon,To throw one's-self upon
Efik-English,page_13,14,102,xv,exact,1881,1899,Efik,Efik:15,1881:1899,mö ëduökhö ke udia,Mö ëduökhö ke udia
Efik-English,page_13,14,103,xe,compact,1901,1935,English,English:27,1901:1935,they fall ravenously on the food,They fall ravenously on the food
Efik-English,page_13,15,104,lx,exact,1937,1945,Efik,Efik:3;English:2,1937:1945,du-öñ'-ö,DU-ÖÑ'-Ö
Efik-English,page_13,15,105,ps,exact,180,187,meta,,180:187,v. intr,v. intr
Efik-English,page_13,15,106,ge,exact,1956,1975,English,English:14,1956:1975,to lurch; as a ship,"To lurch, as a ship"
Efik-English,page_13,16,107,lx,exact,1977,1983,Efik,Efik:4,1977:1983,du-öt',DU-ÖT'
Efik-English,page_13,16,108,ps,exact,71,76,meta,,71:76,v. tr,v. tr
Efik-English,page_13,16,109,ge,exact,1992,2013,English,English:17,1992:2013,to make inert; feeble,"To make inert, feeble"
Efik-English,page_13,16,110,xv,exact,2015,2028,Efik,Efik:11,2015:2028,idem öduöt mi,Idem öduöt mi
Efik-English,page_13,16,111,xe,exact,2030,2047,English,English:15,2030:2047,i feel indisposed,I feel indisposed
Efik-English,page_13,16,112,sy,exact,2055,2058,meta,,2055:2058,mem,Mem
Efik-English,page_13,17,113,lx,exact,1977,1983,Efik,Efik:4,1977:1983,du-öt',DU-ÖT'
Efik-English,page_13,17,114,ps,exact,180,187,meta,,180:187,v. intr,v. intr
Efik-English,page_13,17,115,ge,exact,2077,2088,English,English:9,2077:2088,to be heavy,To be heavy
Efik-English,page_13,17,116,ue,exact,2090,2104,English,English:12,2090:2104,spoken of rain,Spoken of rain
Efik-English,page_13,17,117,xv,exact,2106,2132,Efik,Efik:18,2106:2132,edim öduöt; v.; edep öduöt,"Edim öduöt, v., edep öduöt"
Efik-English,page_13,17,118,xe,exact,2134,2156,English,English:19,2134:2156,the rain falls heavily,The rain falls heavily
Efik-English,page_13,18,119,lx,exact,2158,2164,English,Efik:1;English:3,2158:2164,dür'-o,DÜR'-O
Efik-English,page_13,18,120,ps,exact,71,76,meta,,71:76,v. tr,v. tr
Efik-English,page_13,18,121,ge,exact,2173,2183,English,English:8,2173:2183,to rest on,To rest on
Efik-English,page_13,18,122,xv,exact,2185,2198,Efik,Efik:11,2185:2198,odüro ke mben,Odüro ke mben
Efik-English,page_13,18,123,xe,exact,2200,2213,English,English:11,2200:2213,it is brimful,It is brimful
Efik-English,page_13,19,124,lx,exact,2583,2586,Efik,Efik:3,2583:2586,dut,DUT
Efik-English,page_13,19,125,hm,exact,1371,1372,meta,,1371:1372,2,2
Efik-English,page_13,19,126,ps,exact,2224,2237,meta,,2224:2237,v. intr. & tr,v. intr. & tr
Efik-English,page_13,19,127,ge,exact,2239,2265,English,English:20,2239:2265,to be stringy; tough; wiry,"To be stringy, tough, wiry"
Efik-English,page_13,19,128,xv,exact,2267,2276,Efik,Efik:8,2267:2276,unam odut,Unam odut
Efik-English,page_13,19,129,xe,exact,2278,2295,English,English:14,2278:2295,the beef is tough,The beef is tough
Efik-English,page_13,19,130,xv,exact,2297,2336,Efik,Efik:28,2297:2336,idem odut enye; v.; etie enye idut-idut,"Idem odut enye, v., etie enye idut-idut"
Efik-English,page_13,19,131,xe,exact,2338,2362,English,English:21,2338:2362,his sinews are prominent,His sinews are prominent
Efik-English,page_13,19,132,cf,exact,2364,2404,Efik,Efik:16;English:4,2364:2404,der. a. & adv.; idut-idut; and udut-udut,"Der. a. & adv., Idut-idut, and udut-udut"
Efik-English,page_13,20,133,lx,exact,2406,2412,Efik,Efik:4,2406:2412,du-tu',DU-TU'
Efik-English,page_13,20,134,ps,exact,71,76,meta,,71:76,v. tr,v. tr
Efik-English,page_13,20,135,ge,exact,2421,2462,English,English:31,2421:2462,to pick up; gather; to collect one by one,"To pick up, gather; to collect one by one"
Efik-English,page_13,20,136,ue,compact,2464,2516,English,English:40,2464:2516,used by some of small; by others of distant things,"Used by some of small, by others of distant things"
Efik-English,page_13,20,137,cf,exact,2518,2531,Efik,Efik:5,2518:2531,der. n. ndutu,Der. n. Ndutu
Efik-English,page_13,21,138,lx,exact,2533,2543,Efik,Efik:7,2533:2543,du-tuk'-hä,DU-TUK'-HÄ
Efik-English,page_13,21,139,ps,exact,180,187,meta,,180:187,v. intr,v. intr
Efik-English,page_13,21,140,ge,exact,2554,2580,English,English:22,2554:2580,to be afflicted; tormented,"To be afflicted, tormented"
Efik-English,page_13,21,141,xv,exact,2582,2598,Efik,Efik:14,2582:2598,odutukhä eti-eti,Odutukhä eti-eti
Efik-English,page_13,21,142,xe,exact,2600,2620,English,English:17,2600:2620,he is much afflicted,He is much afflicted
Evenki-Russian,page_1,0,0,lx,exact,0,6,Evenki,Evenki:6,0:6,аваскӣ,аваскӣ
Evenki-Russian,page_1,0,1,sn,structural,,,meta,,,1,1
Evenki-Russian,page_1,0,2,dl,exact,10,13,meta,,10:13,п-т,П-Т
Evenki-Russian,page_1,0,3,gn,compact,14,41,Russian,Russian:20,14:41,в каку́ю сто́рону?; куда́?,в каку́ю сто́рону?; куда́?
Evenki-Russian,page_1,0,4,sn,structural,,,meta,,,2,2
Evenki-Russian,page_1,0,5,dl,exact,47,48,meta,,47:48,н,Н
Evenki-Russian,page_1,0,6,gn,exact,49,64,Russian,Russian:13,49:64,в любо́е ме́сто,в любо́е ме́сто
Evenki-Russian,page_1,0,7,un,exact,65,72,Russian,Russian:7,65:72,отсю́да,отсю́да
Evenki-Russian,page_1,0,8,lf,partial,84,90,Evenki,Evenki:6,84:90,antonym = эвэскӣ,Antonym = эвэскӣ
Evenki-Russian,page_1,0,9,ln,compact,91,113,Russian,Russian:16,91:113,сюда́; в э́то ме́сто,"сюда́, в э́то ме́сто"
Evenki-Russian,page_1,0,10,et,compact,116,132,Evenki,Evenki:6,116:132,[нег; эвен] аваски,"[Нег, Эвен] аваски"
Evenki-Russian,page_1,0,11,eg,exact,173,178,Russian,Russian:5,173:178,куда́,куда́
Evenki-Russian,page_1,0,12,et,compact,134,148,Evenki,Evenki:7,134:148,[орок] хавасаи,[Орок] хавасаи
Evenki-Russian,page_1,0,13,eg,exact,36,41,Russian,Russian:5,36:41,куда́,куда́
Evenki-Russian,page_1,0,14,et,compact,150,161,Evenki,Evenki:6,150:161,[ульч] хаваси,[Ульч] хаваси
Evenki-Russian,page_1,0,15,eg,exact,36,41,Russian,Russian:5,36:41,куда́,куда́
Evenki-Russian,page_1,0,16,et,compact,163,172,Evenki,Evenki:5,163:172,[нан] хаоси,[Нан] хаоси
Evenki-Russian,page_1,0,17,eg,exact,36,41,Russian,Russian:5,36:41,куда́,куда́
Evenki-Russian,page_1,1,18,lx,exact,181,186,Evenki,Evenki:5,181:186,авахӣ,авахӣ
Evenki-Russian,page_1,1,19,dl,exact,187,212,Evenki,Evenki:2,187:212,з; хнг; учр; урм; сх; чмк,"З, Хнг, Учр, Урм, Сх, Чмк"
Evenki-Russian,page_1,1,20,sn,structural,,,meta,,,1,1
Evenki-Russian,page_1,1,21,gn,exact,216,220,Russian,Russian:4,216:220,враг,враг
Evenki-Russian,page_1,1,22,cf,exact,226,231,Evenki,Evenki:5,226:231,булэн,булэн
Evenki-Russian,page_1,1,23,sn,structural,,,meta,,,2,2
Evenki-Russian,page_1,1,24,gn,exact,238,242,Russian,Russian:4,238:242,чёрт,чёрт
Evenki-Russian,page_1,1,25,cf,exact,248,253,Evenki,Evenki:5,248:253,харги,харги
Evenki-Russian,page_1,1,26,et,compact,257,266,Evenki,Evenki:6,257:266,[як] абааһы,[Як] абааһы
Evenki-Russian,page_1,1,27,eg,exact,267,280,Russian,Russian:11,267:280,чёрт; дья́вол,"чёрт, дья́вол"
Evenki-Russian,page_1,2,28,lx,exact,283,288,Evenki,Evenki:5,283:288,авачӣ,авачӣ
Evenki-Russian,page_1,2,29,dl,exact,289,292,meta,,289:292,брг,Брг
Evenki-Russian,page_1,2,30,gn,exact,324,341,Russian,Russian:15,324:341,дух-хозя́ин ле́са,дух-хозя́ин ле́са
Evenki-Russian,page_1,2,31,un,compact,293,322,Russian,Russian:25,293:322,по суеверным представлениям,по суеверным представлениям
Evenki-Russian,page_1,2,32,cf,exact,347,355,Evenki,Evenki:8,347:355,а̄гитка̄,а̄гитка̄
Evenki-Russian,page_1,3,33,lx,exact,357,361,Evenki,Evenki:4,357:361,аввӯ,аввӯ
Evenki-Russian,page_1,3,34,dl,exact,362,370,meta,,362:370,ткм; с-б,"Ткм, С-Б"
Evenki-Russian,page_1,3,35,gn,exact,371,379,Russian,Russian:8,371:379,кото́рый,кото́рый
Evenki-Russian,page_1,3,36,cf,exact,385,391,Evenki,Evenki:4,385:391,авгӯ 1,авгӯ 1
Evenki-Russian,page_1,4,37,lx,exact,393,400,Evenki,Evenki:6,393:400,авга-мӣ,авга-мӣ
Evenki-Russian,page_1,4,38,dl,exact,401,425,meta,,401:425,п-т; н; с-б; з; алд; учр,"П-Т, Н, С-Б, З, Алд, Учр"
Evenki-Russian,page_1,4,39,sn,structural,,,meta,,,1,1
Evenki-Russian,page_1,4,40,gn,exact,429,438,Russian,Russian:9,429:438,срасти́сь,срасти́сь
Evenki-Russian,page_1,4,41,un,exact,439,447,Russian,Russian:7,439:447,о костях,о костях
Evenki-Russian,page_1,4,42,gn,exact,961,968,Russian,Russian:7,961:968,зажи́ть,зажи́ть
Evenki-Russian,page_1,4,43,un,exact,969,975,Russian,Russian:5,969:975,о ране,о ране
Evenki-Russian,page_1,4,44,sn,structural,,,meta,,,2,2
Evenki-Russian,page_1,4,45,gn,exact,472,484,Russian,Russian:12,472:484,попра́виться,попра́виться
Evenki-Russian,page_1,4,46,cf,exact,490,497,Evenki,Evenki:6,490:497,абга-мӣ,абга-мӣ
Evenki-Russian,page_1,5,47,lx,exact,1760,1766,Evenki,Evenki:6,1760:1766,авгавӯ,авгавӯ
Evenki-Russian,page_1,5,48,dl,exact,1995,2002,meta,,1995:2002,урм; сх,"Урм, Сх"
Evenki-Russian,page_1,5,49,va,exact,515,521,Evenki,Evenki:6,515:521,авгагӯ,авгагӯ
Evenki-Russian,page_1,5,50,dl,exact,2294,2297,meta,,2294:2297,чмк,Чмк
Evenki-Russian,page_1,5,51,gn,exact,371,379,Russian,Russian:8,371:379,кото́рый,кото́рый
Evenki-Russian,page_1,5,52,cf,exact,385,389,Evenki,Evenki:4,385:389,авгӯ,авгӯ
Evenki-Russian,page_1,6,53,lx,exact,546,555,Evenki,Evenki:8,546:555,авгани-мӣ,авгани-мӣ
Evenki-Russian,page_1,6,54,dl,exact,2352,2355,meta,,2352:2355,урм,Урм
Evenki-Russian,page_1,6,55,gn,compact,560,583,Russian,Russian:19,560:583,пожелте́ть; завя́нуть,"пожелте́ть, завя́нуть"
Evenki-Russian,page_1,6,56,cf,exact,589,597,Evenki,Evenki:7,589:597,авгун-мӣ,авгун-мӣ
Evenki-Russian,page_1,7,57,lx,exact,599,608,Evenki,Evenki:9,599:608,авганича̄,авганича̄
Evenki-Russian,page_1,7,58,dl,exact,2685,2688,meta,,2685:2688,урм,Урм
Evenki-Russian,page_1,7,59,sn,structural,,,meta,,,1,1
Evenki-Russian,page_1,7,60,gn,exact,616,635,Russian,Russian:18,616:635,пожелте́вшая трава́,пожелте́вшая трава́
Evenki-Russian,page_1,7,61,sn,structural,,,meta,,,2,2
Evenki-Russian,page_1,7,62,gn,exact,640,648,Russian,Russian:8,640:648,увя́дший,увя́дший
Evenki-Russian,page_1,7,63,un,exact,2214,2229,Russian,Russian:12,2214:2229,о траве; листве,"о траве, листве"
Evenki-Russian,page_1,7,64,cf,exact,673,681,Evenki,Evenki:8,673:681,авгунча̄,авгунча̄
Evenki-Russian,page_1,8,65,lx,exact,683,690,Evenki,Evenki:7,683:690,авгара̄,авгара̄
Evenki-Russian,page_1,8,66,dl,exact,691,745,meta,,691:745,п-т; н; е; и; бнт; брг; тнг; з; алд; учр; урм; чмк; сх,"П-Т, Н, Е, И, Бнт, Брг, Тнг, З, Алд, Учр, Урм, Чмк, Сх"
Evenki-Russian,page_1,8,67,sn,structural,,,meta,,,1,1
Evenki-Russian,page_1,8,68,gn,exact,749,758,Russian,Russian:9,749:758,здоро́вье,здоро́вье
Evenki-Russian,page_1,8,69,sn,structural,,,meta,,,2,2
Evenki-Russian,page_1,8,70,gn,exact,763,772,Russian,Russian:9,763:772,здоро́вый,здоро́вый
